6.062136285084843146e-02,3.194528609420337062e-02,4.103729780899670332e-02,1.310902156955734699e-01,5.305039916679335229e-06,5.305039911897869817e-06,5.305039919204307411e-06,1.390189680484027121e-02,5.323060719457816115e-01,5.305039914631206175e-06,4.859622571779681488e-02,4.499202418568573614e-02,5.305039910034460861e-06,1.533203876573635202e-02,5.305039903255287725e-06,5.305039913399630434e-06,3.073862153397069821e-02,4.939121323736599817e-02,5.305039910072701010e-06,5.305039901419674154e-06
4.108641232904425462e-03,9.085940954506391276e-02,5.660635545743684244e-02,2.644523250767702915e-06,8.435451099013785946e-04,2.644523246429820187e-06,2.644523254574927548e-06,2.644523259417348415e-06,3.678977875766049066e-01,1.082253672677292158e-03,3.089075212339144061e-01,3.051241643097757361e-02,9.907980292528493008e-03,1.251590354027603547e-01,2.644523256632163901e-06,2.644523252445311383e-06,7.061393723259217717e-04,2.644523258129064242e-06,3.387758486875903571e-03,2.644523250148869537e-06
8.583597558834756003e-02,4.192962410933848139e-02,1.089810532976419610e-01,7.441711717229058422e-03,2.685049895100766193e-02,2.110772373025772072e-02,3.911139018585741494e-06,3.911139015490454405e-06,3.222832450065461485e-01,3.378198192942601097e-02,2.711920353920992816e-02,1.190679131339771046e-02,4.434888403212204622e-02,7.199849810544385609e-02,1.406457666529603600e-04,4.336888681057211870e-02,1.277902368971140235e-01,3.911139017311183913e-06,3.911139022758130924e-06,2.509939464961839783e-02
7.686395275106171893e-06,7.686395239641315743e-06,8.054478378286392126e-02,7.686395268369356333e-06,4.678324068032400640e-01,1.477292225466328435e-01,5.173865738599896236e-02,7.686395240371302290e-06,7.686395268622483659e-06,7.686395213960135674e-06,3.536277723277714280e-02,2.166845427149567127e-01,7.686395240227513365e-06,7.686395266056146624e-06,7.686395233087047642e-06,7.686395258238542434e-06,7.686395267816367486e-06,7.686395245543133000e-06,7.686395245155327435e-06,7.686395268107348714e-06
7.563152503180811079e-06,3.680389159822658202e-03,2.092477081439591408e-02,1.154110774087537122e-01,6.993575207602890920e-02,7.563152511199970146e-06,3.389732973905930629e-03,7.563152505311879059e-06,4.690415396222952921e-02,1.482538577500509998e-02,7.563152500201365064e-06,3.031678693162125418e-02,5.226867832982624341e-03,5.334451810244561498e-01,3.740323116213886689e-02,2.910610332603346187e-02,7.456476748741479310e-02,7.563152496077205689e-06,1.482042115018559862e-02,7.563152509427227596e-06
3.921604355840132422e-02,1.875312141588863016e-02,1.618388112858014927e-01,2.367648508048120990e-06,2.466413995070431959e-04,4.410084268103467799e-04,2.367648511971910909e-06,2.367648508270878373e-06,4.254415280899839780e-01,4.480268880869579459e-03,1.838540999338542370e-01,1.399876059693127561e-01,1.149890368176226946e-02,7.969657233446787725e-03,2.367648506439173860e-06,2.367648509753284287e-06,1.659132162997047457e-04,2.367648512700038642e-06,6.089823368496321415e-03,2.367648508365275960e-06
8.652165827031221589e-07,8.652165808183740073e-07,8.652165839325561770e-07,5.292574152940745548e-03,8.652165848926096833e-07,8.652165854568420464e-07,8.652165860222521030e-07,1.227571332859340785e-03,8.652165830978152660e-07,8.652165821434633502e-07,8.652165814188730389e-07,8.652165823793728257e-07,3.163587150207964379e-03,8.652165833097485210e-07,4.930514135521658625e-01,8.652165830343029357e-07,8.652165857127985683e-07,8.652165828201594541e-07,4.972518755630757625e-01,8.652165824153696084e-07
2.985119580644829407e-02,4.085930557308797839e-02,1.420379963448981653e-01,3.148555387939995509e-02,2.009646092207933998e-01,2.257540232133833984e-06,2.257540241400037731e-06,7.632685701147838304e-04,8.140690516527780696e-02,2.257540236101366378e-06,2.974508392523734224e-01,2.257540238104597604e-06,2.257540237785660477e-06,2.854882372887121086e-02,8.821853962961600376e-03,1.377893306336417378e-01,2.257540237755004237e-06,2.257540236118874973e-06,2.257540239734706582e-06,2.257540232451209606e-06
1.366306898733831422e-06,1.366306898237851703e-06,2.271487218620616214e-02,4.683446022813850978e-05,4.993460579455797493e-02,1.257724079625372193e-01,1.366306896842647831e-06,1.366306896690627228e-06,5.778594976317484935e-03,1.366306896608227863e-06,1.366306898001000750e-06,1.366306904853973961e-06,3.282542771493964645e-02,1.366306902399817758e-06,1.366306948667166722e-06,1.366306903293177266e-06,6.849421417869381301e-01,1.366306900501164396e-06,2.963257197313353200e-02,4.833751376919667719e-02
2.637905787993766876e-03,2.071128438812709638e-02,1.306244081249249844e-02,2.284391964389531904e-01,3.773015480206134740e-06,1.209462205614809938e-02,3.773015484296701211e-06,2.546738951183038710e-02,4.592883361626638461e-01,5.396054769322230658e-04,1.097249519488744801e-01,1.252836039225372526e-03,1.691035263394968097e-02,3.249777928466797416e-02,1.175313392825896039e-03,3.399690060361245519e-02,2.025871097979196900e-02,2.122033400044508189e-02,7.107214350238461433e-04,3.773015477643206165e-06
